id,paper_id
111421,111421
111422,111422
111423,111423
111424,111424
111426,111426
111427,111427
111428,111428
111429,111429
111430,111430
111431,111431
111432,111432
111433,111433
111434,111434
111435,111435
111436,111436
111437,111437
111438,111438
111443,111443
111444,111444
111445,111445
111446,111446
111448,111448
111449,111449
111450,111450
111451,111451
111453,111453
111454,111454
111455,111455
111456,111456
111458,111458
111459,111459
111460,111460
111461,111461
111462,111462
111463,111463
111464,111464
111465,111465
111466,111466
111467,111467
111468,111468
111469,111469
111470,111470
111471,111471
111472,111472
111473,111473
112001,112001
112002,112002
112003,112003
112004,112004
112005,112005
112006,112006
112007,112007
112008,112008
112009,112009
112010,112010
112011,112011
112012,112012
112013,112013
112014,112014
112015,112015
112016,112016
112017,112017
112018,112018
112019,112019
112020,112020
112021,112021
112022,112022
112023,112023
112025,112025
112026,112026
112027,112027
112028,112028
112029,112029
112030,112030
112031,112031
112032,112032
112033,112033
112034,112034
112035,112035
112036,112036
112037,112037
112038,112038
112039,112039
112040,112040
112041,112041
112042,112042
112043,112043
112044,112044
112045,112045
112046,112046
112047,112047
112048,112048
112050,112050
112052,112052
112053,112053
112054,112054
112055,112055
112056,112056
112057,112057
112058,112058
112059,112059
112060,112060
112061,112061
112062,112062
112063,112063
112064,112064
112065,112065
112066,112066
112067,112067
112069,112069
112070,112070
112072,112072
112073,112073
112074,112074
112075,112075
112077,112077
112079,112079
112080,112080
112081,112081
112082,112082
112083,112083
112084,112084
112085,112085
112086,112086
112087,112087
112088,112088
112089,112089
112090,112090
112091,112091
112092,112092
112093,112093
112094,112094
112095,112095
112096,112096
112097,112097
112099,112099
112100,112100
112101,112101
112102,112102
112103,112103
112104,112104
112105,112105
112106,112106
112107,112107
112108,112108
112109,112109
112110,112110
112111,112111
112112,112112
112113,112113
112114,112114
112115,112115
112116,112116
112117,112117
112118,112118
112119,112119
112120,112120
112121,112121
112122,112122
112123,112123
112124,112124
112125,112125
112126,112126
112127,112127
112128,112128
112129,112129
112130,112130
112131,112131
112132,112132
112133,112133
112134,112134
112135,112135
112136,112136
112137,112137
112138,112138
112139,112139
112140,112140
112142,112142
112143,112143
112144,112144
112145,112145
112146,112146
112147,112147
112148,112148
112149,112149
112150,112150
112151,112151
112152,112152
112153,112153
112154,112154
112155,112155
112156,112156
112157,112157
112158,112158
112159,112159
112160,112160
112161,112161
112162,112162
112163,112163
112164,112164
112165,112165
112166,112166
112167,112167
112169,112169
112170,112170
112171,112171
112172,112172
112173,112173
112174,112174
112175,112175
112176,112176
112177,112177
112178,112178
112179,112179
112180,112180
112182,112182
112183,112183
112184,112184
112185,112185
112186,112186
112187,112187
112188,112188
112189,112189
112190,112190
112191,112191
112192,112192
112193,112193
112194,112194
112195,112195
112196,112196
112197,112197
112198,112198
112199,112199
112200,112200
112201,112201
112202,112202
112203,112203
112204,112204
112205,112205
112206,112206
112207,112207
112208,112208
112209,112209
112210,112210
112211,112211
112212,112212
112213,112213
112214,112214
112215,112215
112216,112216
112217,112217
112218,112218
112219,112219
112220,112220
112221,112221
112222,112222
112223,112223
112224,112224
112225,112225
112226,112226
112227,112227
112228,112228
112229,112229
112230,112230
112231,112231
112232,112232
112233,112233
112235,112235
112236,112236
112237,112237
112238,112238
112239,112239
112240,112240
112241,112241
112242,112242
112243,112243
112244,112244
112245,112245
112246,112246
112247,112247
112248,112248
112249,112249
112250,112250
112251,112251
112252,112252
112253,112253
112254,112254
112255,112255
112256,112256
112257,112257
112258,112258
112259,112259
112260,112260
112261,112261
112262,112262
112263,112263
112264,112264
112265,112265
112267,112267
112268,112268
112269,112269
112270,112270
112271,112271
112272,112272
112273,112273
112274,112274
112275,112275
112276,112276
112277,112277
112278,112278
112279,112279
112280,112280
112281,112281
112282,112282
112283,112283
112284,112284
112285,112285
112286,112286
112287,112287
112288,112288
112289,112289
112290,112290
112291,112291
112292,112292
112293,112293
112294,112294
112295,112295
112296,112296
112297,112297
112298,112298
112299,112299
112300,112300
112301,112301
112302,112302
112303,112303
112304,112304
112305,112305
112306,112306
112307,112307
112308,112308
112309,112309
112310,112310
112311,112311
112312,112312
112313,112313
112314,112314
112315,112315
112316,112316
112318,112318
112319,112319
112320,112320
112321,112321
112322,112322
112323,112323
112325,112325
112326,112326
112327,112327
112328,112328
112329,112329
112330,112330
112331,112331
112332,112332
112333,112333
112334,112334
112335,112335
112336,112336
112337,112337
112338,112338
112340,112340
112341,112341
112342,112342
112343,112343
112344,112344
112345,112345
112346,112346
112347,112347
112348,112348
112350,112350
112351,112351
112352,112352
112353,112353
112354,112354
112355,112355
112356,112356
112357,112357
112358,112358
112359,112359
112360,112360
112361,112361
112362,112362
112363,112363
201001,201001
201002,201002
201003,201003
201004,201004
201005,201005
201006,201006
201007,201007
201008,201008
201009,201009
201010,201010
201011,201011
201012,201012
201013,201013
201014,201014
201015,201015
201016,201016
201017,201017
201018,201018
201019,201019
201020,201020
201021,201021
201022,201022
201023,201023
201024,201024
201025,201025
201026,201026
201027,201027
201028,201028
201029,201029
201030,201030
201031,201031
201032,201032
201033,201033
201034,201034
201035,201035
201036,201036
201037,201037
201038,201038
201039,201039
201041,201041
201042,201042
201043,201043
201044,201044
201045,201045
201046,201046
201047,201047
201048,201048
201049,201049
201050,201050
201051,201051
201052,201052
201053,201053
201054,201054
201055,201055
201056,201056
201057,201057
201058,201058
201059,201059
201060,201060
201061,201061
201062,201062
201063,201063
201064,201064
201065,201065
201066,201066
201068,201068
201069,201069
201071,201071
201072,201072
201073,201073
201075,201075
201076,201076
201077,201077
201078,201078
201079,201079
201080,201080
201081,201081
201082,201082
201083,201083
201084,201084
201085,201085
201086,201086
201087,201087
201088,201088
201089,201089
201090,201090
201091,201091
201092,201092
201093,201093
201094,201094
201095,201095
201096,201096
201097,201097
201098,201098
201099,201099
201100,201100
201101,201101
201102,201102
201103,201103
201104,201104
201105,201105
201106,201106
201107,201107
201108,201108
201109,201109
201110,201110
201111,201111
201112,201112
201113,201113
201114,201114
201115,201115
201116,201116
201117,201117
201118,201118
201119,201119
201120,201120
201121,201121
201122,201122
201123,201123
201124,201124
201125,201125
201126,201126
201127,201127
201128,201128
201129,201129
201130,201130
201131,201131
201132,201132
201133,201133
201134,201134
201135,201135
201136,201136
201137,201137
201138,201138
201139,201139
201140,201140
201141,201141
201142,201142
201143,201143
201144,201144
201145,201145
201146,201146
201147,201147
201148,201148
201149,201149
201150,201150
201151,201151
201152,201152
201153,201153
201155,201155
201156,201156
201157,201157
201158,201158
201159,201159
201160,201160
201161,201161
201162,201162
201163,201163
201164,201164
201165,201165
201166,201166
201167,201167
201168,201168
201169,201169
201170,201170
201171,201171
201172,201172
201173,201173
201174,201174
201175,201175
201176,201176
201177,201177
201178,201178
201179,201179
201180,201180
201181,201181
201182,201182
201183,201183
201184,201184
201185,201185
201186,201186
201187,201187
201188,201188
201189,201189
201190,201190
201191,201191
201192,201192
201194,201194
201195,201195
201196,201196
201197,201197
201198,201198
201199,201199
201200,201200
201201,201201
201202,201202
201203,201203
201204,201204
201205,201205
201206,201206
201207,201207
201208,201208
201209,201209
201210,201210
201211,201211
201212,201212
201213,201213
201214,201214
201215,201215
201216,201216
201217,201217
201218,201218
201219,201219
201220,201220
201221,201221
201222,201222
201223,201223
201224,201224
201225,201225
201226,201226
201227,201227
201228,201228
201229,201229
201230,201230
201231,201231
201232,201232
201233,201233
201234,201234
201235,201235
201236,201236
201237,201237
201238,201238
201239,201239
201240,201240
201241,201241
201242,201242
201243,201243
201244,201244
201245,201245
201246,201246
201247,201247
201248,201248
201249,201249
201250,201250
201251,201251
201252,201252
201253,201253
201254,201254
201255,201255
201256,201256
201257,201257
201258,201258
201259,201259
201260,201260
201261,201261
201262,201262
201264,201264
201265,201265
201266,201266
201267,201267
201268,201268
201269,201269
201270,201270
201271,201271
201272,201272
201273,201273
201274,201274
201275,201275
201276,201276
201277,201277
201278,201278
201279,201279
201280,201280
201281,201281
201282,201282
201283,201283
201284,201284
201285,201285
201286,201286
201287,201287
201288,201288
201289,201289
201290,201290
201291,201291
201292,201292
201293,201293
201294,201294
201295,201295
201296,201296
201297,201297
201298,201298
201299,201299
201300,201300
201301,201301
201302,201302
201303,201303
201304,201304
201305,201305
201306,201306
201307,201307
201308,201308
201309,201309
201310,201310
201311,201311
201312,201312
201313,201313
202001,202001
202002,202002
202003,202003
202004,202004
202005,202005
202006,202006
202007,202007
202008,202008
202009,202009
202010,202010
202011,202011
202012,202012
202013,202013
202014,202014
202015,202015
202016,202016
202017,202017
202018,202018
202019,202019
202020,202020
202021,202021
202022,202022
202023,202023
202025,202025
202026,202026
202027,202027
202028,202028
202029,202029
202030,202030
202031,202031
202032,202032
202033,202033
202034,202034
202036,202036
202037,202037
202038,202038
202039,202039
202041,202041
202042,202042
202043,202043
202044,202044
202045,202045
202046,202046
202047,202047
202048,202048
202049,202049
202050,202050
202051,202051
202052,202052
202053,202053
202054,202054
202055,202055
202056,202056
202057,202057
202058,202058
202059,202059
202060,202060
202061,202061
202062,202062
202063,202063
202064,202064
202065,202065
202066,202066
202067,202067
202068,202068
202069,202069
202070,202070
202071,202071
202072,202072
202073,202073
202074,202074
202075,202075
202076,202076
202077,202077
202078,202078
202079,202079
202080,202080
202081,202081
202082,202082
202083,202083
202084,202084
202085,202085
202086,202086
202087,202087
202088,202088
202089,202089
202090,202090
202091,202091
202092,202092
202093,202093
202094,202094
202095,202095
202096,202096
202097,202097
202098,202098
202099,202099
202100,202100
202101,202101
202102,202102
202103,202103
202104,202104
202105,202105
202106,202106
202107,202107
202108,202108
202109,202109
202110,202110
202111,202111
202112,202112
202113,202113
202114,202114
202115,202115
202116,202116
202117,202117
202118,202118
202119,202119
202120,202120
202121,202121
202122,202122
202123,202123
202124,202124
202125,202125
202126,202126
202127,202127
202128,202128
202129,202129
202130,202130
202131,202131
202132,202132
202134,202134
202135,202135
202136,202136
202137,202137
202138,202138
202139,202139
202140,202140
202141,202141
202142,202142
202143,202143
202144,202144
202145,202145
202146,202146
202147,202147
202148,202148
202149,202149
202150,202150
202152,202152
202153,202153
202154,202154
202155,202155
202156,202156
202157,202157
202158,202158
202159,202159
202160,202160
202161,202161
202162,202162
202163,202163
202164,202164
202165,202165
202166,202166
202167,202167
202168,202168
202169,202169
202170,202170
202171,202171
202172,202172
202173,202173
202174,202174
202175,202175
202176,202176
202177,202177
202178,202178
202179,202179
202180,202180
202181,202181
202182,202182
202183,202183
202185,202185
202186,202186
202187,202187
202188,202188
202189,202189
202191,202191
202192,202192
202193,202193
202194,202194
202195,202195
202196,202196
202197,202197
202198,202198
202199,202199
202200,202200
202201,202201
202202,202202
202203,202203
202204,202204
202205,202205
202206,202206
202207,202207
202208,202208
202209,202209
202210,202210
202211,202211
202212,202212
202213,202213
202214,202214
202215,202215
202216,202216
202217,202217
202218,202218
202219,202219
202220,202220
202221,202221
202222,202222
202223,202223
202224,202224
202225,202225
202226,202226
202227,202227
202228,202228
202229,202229
202230,202230
202231,202231
202232,202232
202233,202233
202234,202234
202235,202235
202236,202236
202237,202237
202238,202238
202239,202239
202240,202240
202241,202241
202242,202242
202243,202243
202244,202244
202246,202246
202247,202247
202248,202248
202249,202249
202250,202250
202251,202251
202252,202252
202253,202253
202254,202254
202255,202255
202256,202256
202257,202257
202258,202258
202259,202259
202260,202260
202261,202261
202262,202262
202263,202263
202264,202264
202265,202265
202266,202266
202267,202267
202268,202268
202269,202269
202270,202270
202271,202271
202272,202272
202273,202273
202275,202275
202276,202276
202277,202277
202278,202278
202279,202279
203001,203001
203002,203002
203003,203003
203004,203004
203005,203005
203006,203006
203007,203007
203008,203008
203009,203009
203010,203010
203011,203011
203012,203012
203013,203013
203014,203014
203015,203015
203016,203016
203017,203017
203018,203018
203019,203019
203020,203020
203021,203021
203022,203022
203023,203023
203024,203024
203025,203025
203026,203026
203027,203027
203028,203028
203029,203029
203030,203030
203031,203031
203032,203032
203033,203033
203034,203034
203035,203035
203036,203036
203037,203037
203038,203038
203039,203039
203040,203040
203041,203041
203042,203042
203043,203043
203044,203044
203045,203045
203046,203046
203047,203047
203048,203048
203049,203049
203050,203050
203051,203051
203052,203052
203053,203053
203054,203054
203055,203055
203056,203056
203057,203057
203059,203059
203060,203060
203061,203061
203062,203062
203063,203063
203064,203064
203065,203065
203066,203066
203067,203067
203068,203068
203069,203069
203070,203070
203071,203071
203072,203072
203073,203073
203074,203074
203075,203075
203077,203077
203078,203078
203079,203079
203080,203080
203081,203081
203082,203082
203083,203083
203084,203084
203085,203085
203086,203086
203087,203087
203088,203088
203089,203089
203090,203090
203091,203091
203092,203092
203093,203093
203094,203094
203095,203095
203096,203096
203097,203097
203098,203098
203099,203099
203100,203100
203102,203102
203103,203103
203105,203105
203106,203106
203107,203107
203108,203108
203109,203109
203110,203110
203111,203111
203112,203112
203113,203113
203114,203114
203115,203115
203117,203117
203118,203118
203119,203119
203120,203120
203121,203121
203122,203122
203123,203123
203124,203124
203125,203125
203126,203126
203127,203127
203128,203128
203129,203129
203130,203130
203131,203131
203132,203132
203133,203133
203134,203134
203135,203135
203136,203136
203137,203137
203138,203138
203139,203139
203140,203140
203141,203141
203142,203142
203143,203143
203144,203144
203145,203145
203146,203146
203147,203147
203148,203148
203149,203149
203150,203150
203151,203151
203152,203152
203153,203153
203154,203154
203155,203155
203156,203156
203157,203157
203158,203158
203159,203159
203160,203160
203161,203161
203162,203162
203163,203163
203164,203164
203165,203165
203166,203166
203167,203167
203168,203168
203169,203169
203170,203170
203171,203171
203172,203172
203173,203173
203174,203174
203175,203175
203176,203176
203177,203177
203178,203178
203179,203179
203180,203180
203181,203181
203182,203182
203183,203183
203184,203184
203185,203185
203186,203186
203187,203187
203188,203188
203189,203189
203190,203190
203191,203191
203192,203192
203193,203193
203194,203194
203195,203195
203196,203196
203197,203197
203198,203198
203199,203199
203200,203200
203201,203201
203202,203202
203203,203203
203204,203204
203205,203205
203206,203206
203207,203207
203208,203208
203209,203209
203210,203210
203211,203211
203212,203212
203213,203213
203214,203214
203215,203215
203216,203216
203217,203217
203218,203218
203219,203219
203220,203220
203221,203221
203222,203222
203223,203223
203224,203224
203225,203225
203226,203226
203227,203227
203228,203228
203229,203229
203230,203230
203231,203231
203233,203233
203235,203235
203236,203236
203237,203237
203238,203238
203239,203239
203240,203240
203241,203241
203242,203242
203243,203243
203244,203244
203245,203245
203246,203246
203247,203247
203248,203248
203249,203249
203250,203250
203251,203251
203252,203252
203253,203253
203254,203254
203255,203255
203256,203256
203257,203257
203258,203258
203259,203259
203260,203260
203261,203261
203262,203262
203264,203264
203265,203265
203266,203266
203267,203267
203268,203268
203269,203269
203270,203270
203271,203271
203272,203272
203273,203273
203274,203274
203275,203275
203276,203276
204001,204001
204002,204002
204003,204003
204004,204004
204005,204005
204006,204006
204007,204007
204008,204008
204009,204009
204010,204010
204011,204011
204012,204012
204013,204013
204014,204014
204015,204015
204016,204016
204017,204017
204018,204018
204019,204019
204020,204020
204021,204021
204022,204022
204023,204023
204024,204024
204025,204025
204026,204026
204027,204027
204028,204028
204029,204029
204030,204030
204031,204031
204032,204032
204033,204033
204034,204034
204035,204035
204036,204036
204037,204037
204038,204038
204039,204039
204040,204040
204041,204041
204042,204042
204043,204043
204044,204044
204045,204045
204046,204046
204047,204047
204048,204048
204049,204049
204050,204050
204051,204051
204052,204052
204053,204053
204055,204055
204056,204056
204057,204057
204058,204058
204059,204059
204060,204060
204061,204061
204062,204062
204063,204063
204064,204064
204065,204065
204066,204066
204067,204067
204068,204068
204069,204069
204070,204070
204071,204071
204072,204072
204073,204073
204074,204074
204075,204075
204076,204076
204077,204077
204078,204078
204079,204079
204080,204080
204081,204081
204082,204082
204085,204085
204086,204086
204087,204087
204088,204088
204089,204089
204090,204090
204091,204091
204092,204092
204093,204093
204094,204094
204095,204095
204096,204096
204097,204097
204098,204098
204099,204099
204100,204100
204101,204101
204102,204102
204103,204103
204104,204104
204105,204105
204106,204106
204107,204107
204108,204108
204109,204109
204110,204110
204111,204111
204112,204112
204113,204113
204114,204114
204115,204115
204116,204116
204117,204117
204118,204118
204119,204119
204120,204120
204121,204121
204122,204122
204123,204123
204124,204124
204125,204125
204126,204126
204127,204127
204128,204128
204129,204129
204130,204130
204131,204131
204132,204132
204133,204133
204134,204134
204135,204135
204136,204136
204137,204137
204138,204138
204139,204139
204140,204140
204141,204141
204142,204142
204143,204143
204144,204144
204145,204145
204146,204146
204147,204147
204148,204148
204149,204149
204150,204150
204151,204151
204152,204152
204153,204153
204155,204155
204156,204156
204157,204157
204158,204158
204159,204159
204160,204160
204161,204161
204162,204162
204163,204163
204164,204164
204165,204165
204166,204166
204167,204167
204168,204168
204169,204169
204170,204170
204171,204171
204172,204172
204173,204173
204174,204174
204175,204175
204176,204176
204177,204177
204178,204178
204179,204179
204180,204180
204181,204181
204182,204182
204183,204183
204184,204184
204185,204185
204186,204186
204187,204187
204189,204189
204190,204190
204191,204191
204192,204192
204193,204193
204194,204194
204195,204195
204196,204196
204197,204197
204198,204198
204199,204199
204200,204200
204201,204201
204202,204202
204203,204203
204204,204204
204205,204205
204206,204206
204207,204207
204208,204208
204209,204209
204210,204210
204211,204211
204212,204212
204213,204213
204214,204214
204215,204215
204216,204216
204217,204217
204218,204218
204219,204219
204220,204220
204221,204221
204222,204222
204223,204223
204224,204224
204225,204225
204226,204226
204227,204227
204228,204228
204229,204229
204230,204230
204231,204231
204232,204232
204233,204233
204234,204234
204235,204235
204236,204236
204237,204237
204238,204238
204239,204239
204240,204240
204241,204241
204242,204242
204243,204243
204244,204244
204245,204245
204246,204246
204247,204247
204248,204248
204249,204249
204250,204250
204251,204251
204252,204252
204253,204253
204254,204254
204255,204255
204256,204256
204257,204257
204258,204258
204259,204259
204260,204260
204261,204261
204262,204262
204263,204263
204264,204264
204265,204265
204266,204266
204267,204267
204268,204268
204269,204269
204270,204270
204271,204271
204272,204272
204273,204273
204274,204274
204275,204275
204276,204276
204277,204277
204278,204278
204279,204279
204280,204280
204281,204281
204282,204282
204283,204283
204284,204284
204285,204285
204286,204286
204287,204287
204288,204288
204289,204289
204290,204290
204291,204291
204292,204292
204293,204293
204294,204294
204295,204295
204296,204296
204297,204297
204298,204298
204299,204299
204300,204300
204301,204301
204302,204302
204303,204303
204304,204304
204305,204305
204306,204306
204307,204307
204308,204308
204309,204309
204310,204310
204311,204311
204312,204312
204313,204313
204314,204314
204315,204315
204316,204316
204317,204317
204318,204318
204319,204319
204320,204320
204321,204321
204322,204322
204323,204323
204324,204324
204325,204325
204326,204326
204327,204327
204328,204328
204329,204329
204330,204330
204331,204331
204332,204332
204333,204333
204334,204334
204335,204335
204336,204336
204337,204337
204338,204338
204339,204339
204340,204340
204341,204341
204342,204342
204343,204343
204344,204344
204345,204345
204346,204346
204347,204347
204348,204348
204349,204349
204350,204350
204351,204351
204352,204352
204353,204353
204354,204354
204355,204355
204356,204356
204357,204357
204358,204358
204359,204359
204360,204360
204361,204361
205001,205001
205003,205003
205004,205004
205005,205005
205007,205007
205008,205008
205009,205009
205010,205010
205011,205011
205012,205012
205013,205013
205014,205014
205015,205015
205016,205016
205017,205017
205019,205019
205020,205020
205021,205021
205022,205022
205023,205023
205024,205024
205025,205025
205026,205026
205027,205027
205028,205028
205029,205029
205030,205030
205031,205031
205032,205032
205033,205033
205034,205034
205035,205035
205036,205036
205037,205037
205038,205038
205039,205039
205040,205040
205041,205041
205042,205042
205043,205043
205044,205044
205045,205045
205046,205046
205047,205047
205048,205048
205049,205049
205050,205050
205051,205051
205052,205052
205053,205053
205054,205054
205055,205055
205056,205056
205057,205057
205058,205058
205059,205059
205060,205060
205061,205061
205062,205062
205063,205063
205064,205064
205065,205065
205066,205066
205067,205067
205068,205068
205069,205069
205070,205070
205071,205071
205072,205072
205073,205073
205074,205074
205075,205075
205076,205076
205077,205077
205078,205078
205079,205079
205081,205081
205082,205082
205083,205083
205084,205084
205085,205085
205086,205086
205087,205087
205088,205088
205089,205089
205090,205090
205091,205091
205092,205092
205093,205093
205094,205094
205095,205095
205096,205096
205097,205097
205098,205098
205099,205099
205100,205100
205101,205101
205102,205102
205103,205103
205104,205104
205105,205105
205106,205106
205107,205107
205108,205108
205109,205109
205110,205110
205111,205111
205112,205112
205113,205113
205114,205114
205115,205115
205116,205116
205117,205117
205118,205118
205119,205119
205120,205120
205121,205121
205122,205122
205123,205123
205124,205124
205125,205125
205126,205126
205127,205127
205128,205128
205129,205129
205130,205130
205131,205131
205132,205132
205133,205133
205134,205134
205135,205135
205136,205136
205137,205137
205138,205138
205139,205139
205140,205140
205141,205141
205142,205142
205143,205143
205144,205144
205145,205145
205146,205146
205147,205147
205148,205148
205149,205149
205150,205150
205151,205151
205152,205152
205153,205153
205154,205154
205155,205155
205156,205156
205157,205157
205158,205158
205159,205159
205160,205160
205161,205161
205162,205162
205163,205163
205164,205164
205165,205165
205166,205166
205167,205167
205168,205168
205169,205169
205170,205170
205171,205171
205172,205172
205173,205173
205174,205174
205175,205175
205176,205176
205177,205177
205178,205178
205179,205179
205180,205180
205181,205181
205182,205182
205183,205183
205184,205184
205185,205185
205186,205186
205187,205187
205188,205188
205189,205189
205191,205191
205192,205192
205193,205193
205194,205194
205195,205195
205196,205196
205197,205197
205198,205198
205199,205199
205200,205200
205201,205201
205202,205202
205203,205203
205204,205204
205205,205205
205206,205206
205207,205207
205208,205208
205209,205209
205210,205210
205211,205211
205212,205212
205213,205213
205214,205214
205215,205215
205216,205216
205217,205217
205218,205218
205219,205219
205220,205220
205221,205221
205222,205222
205223,205223
205224,205224
205225,205225
205226,205226
205227,205227
205228,205228
205229,205229
205230,205230
205231,205231
205232,205232
205233,205233
205234,205234
205235,205235
205236,205236
205237,205237
205238,205238
205239,205239
205240,205240
205241,205241
205242,205242
205243,205243
205244,205244
205245,205245
205246,205246
205247,205247
205248,205248
205249,205249
205250,205250
205251,205251
205252,205252
205253,205253
205254,205254
205255,205255
205256,205256
205257,205257
205258,205258
205259,205259
205260,205260
205261,205261
205262,205262
205263,205263
205264,205264
205265,205265
205266,205266
205267,205267
205268,205268
205269,205269
205270,205270
205271,205271
205272,205272
205273,205273
205274,205274
205275,205275
205276,205276
205279,205279
205280,205280
205281,205281
205282,205282
205283,205283
205284,205284
205285,205285
205286,205286
205287,205287
205289,205289
205290,205290
205291,205291
205292,205292
205293,205293
205294,205294
205295,205295
205296,205296
205297,205297
205298,205298
205299,205299
205300,205300
205301,205301
205302,205302
205303,205303
205304,205304
205305,205305
205306,205306
205307,205307
205308,205308
205309,205309
205310,205310
205311,205311
205312,205312
205313,205313
205314,205314
205315,205315
205316,205316
205317,205317
205318,205318
205319,205319
205320,205320
205322,205322
205323,205323
205324,205324
205325,205325
205326,205326
205327,205327
205328,205328
205329,205329
205330,205330
205331,205331
205332,205332
205333,205333
205334,205334
205335,205335
205336,205336
205337,205337
205338,205338
205339,205339
205340,205340
205341,205341
205342,205342
205343,205343
205344,205344
205345,205345
205346,205346
205347,205347
205348,205348
205349,205349
206001,206001
206002,206002
206003,206003
206004,206004
206005,206005
206006,206006
206007,206007
206008,206008
206009,206009
206010,206010
206011,206011
206012,206012
206013,206013
206014,206014
206015,206015
206016,206016
206017,206017
206018,206018
206019,206019
206020,206020
206021,206021
206022,206022
206023,206023
206024,206024
206025,206025
206026,206026
206027,206027
206028,206028
206029,206029
206030,206030
206031,206031
206032,206032
206033,206033
206034,206034
206035,206035
206036,206036
206037,206037
206038,206038
206039,206039
206040,206040
206041,206041
206042,206042
206043,206043
206044,206044
206045,206045
206046,206046
206048,206048
206049,206049
206050,206050
206052,206052
206053,206053
206055,206055
206056,206056
206057,206057
206058,206058
206059,206059
206060,206060
206061,206061
206062,206062
206063,206063
206064,206064
206065,206065
206066,206066
206067,206067
206068,206068
206069,206069
206070,206070
206071,206071
206072,206072
206073,206073
206074,206074
206075,206075
206076,206076
206077,206077
206078,206078
206079,206079
206080,206080
206081,206081
206082,206082
206083,206083
206084,206084
206085,206085
206086,206086
206087,206087
206088,206088
206089,206089
206090,206090
206091,206091
206092,206092
206093,206093
206094,206094
206095,206095
206096,206096
206097,206097
206098,206098
206099,206099
206100,206100
206101,206101
206102,206102
206104,206104
206105,206105
206106,206106
206107,206107
206108,206108
206109,206109
206110,206110
206111,206111
206112,206112
206113,206113
206114,206114
206115,206115
206116,206116
206117,206117
206118,206118
206119,206119
206121,206121
206122,206122
206123,206123
206124,206124
206125,206125
206126,206126
206127,206127
206128,206128
206129,206129
206130,206130
206131,206131
206132,206132
206133,206133
206134,206134
206135,206135
206136,206136
206137,206137
206138,206138
206139,206139
206140,206140
206141,206141
206142,206142
206143,206143
206144,206144
206145,206145
206146,206146
206147,206147
206148,206148
206150,206150
206151,206151
206152,206152
206153,206153
206154,206154
206155,206155
206156,206156
206157,206157
206158,206158
206159,206159
206160,206160
206161,206161
206162,206162
206163,206163
206164,206164
206165,206165
206166,206166
206167,206167
206168,206168
206169,206169
206170,206170
206171,206171
206172,206172
206173,206173
206174,206174
206175,206175
206176,206176
206177,206177
206178,206178
206179,206179
206180,206180
206181,206181
206182,206182
206184,206184
206185,206185
206186,206186
206187,206187
206188,206188
206189,206189
206190,206190
206191,206191
206192,206192
206193,206193
206194,206194
206195,206195
206196,206196
206197,206197
206198,206198
206199,206199
206201,206201
206202,206202
206203,206203
206204,206204
206205,206205
206206,206206
206207,206207
206208,206208
206209,206209
206210,206210
206211,206211
206212,206212
206213,206213
206214,206214
206215,206215
206216,206216
206217,206217
206218,206218
206219,206219
206220,206220
206221,206221
206222,206222
206223,206223
206224,206224
206225,206225
206226,206226
206227,206227
206228,206228
206229,206229
206230,206230
206231,206231
206232,206232
206233,206233
206234,206234
206235,206235
206236,206236
206237,206237
206238,206238
206239,206239
206240,206240
206241,206241
206242,206242
206243,206243
206244,206244
206245,206245
206246,206246
206247,206247
206248,206248
206249,206249
206250,206250
206251,206251
206252,206252
206253,206253
206254,206254
206255,206255
206256,206256
206257,206257
206258,206258
206259,206259
206260,206260
206261,206261
206262,206262
206263,206263
206264,206264
206265,206265
206266,206266
206267,206267
206268,206268
206269,206269
206270,206270
206271,206271
206272,206272
206273,206273
206274,206274
206275,206275
206276,206276
206277,206277
206278,206278
206279,206279
206280,206280
206281,206281
206282,206282
206283,206283
206284,206284
206286,206286
206287,206287
206288,206288
206289,206289
206290,206290
206291,206291
206292,206292
206293,206293
206294,206294
206295,206295
206296,206296
206297,206297
206298,206298
206299,206299
206300,206300
206301,206301
206303,206303
206304,206304
206305,206305
206306,206306
206307,206307
206308,206308
206309,206309
206310,206310
206311,206311
206312,206312
207001,207001
207002,207002
207003,207003
207004,207004
207005,207005
207006,207006
207007,207007
207008,207008
207009,207009
207010,207010
207011,207011
207012,207012
207013,207013
207014,207014
207015,207015
207016,207016
207017,207017
207018,207018
207019,207019
207020,207020
207021,207021
207022,207022
207023,207023
207024,207024
207025,207025
207026,207026
207027,207027
207028,207028
207029,207029
207030,207030
207031,207031
207032,207032
207033,207033
207034,207034
207035,207035
207036,207036
207037,207037
207038,207038
207039,207039
207040,207040
207041,207041
207042,207042
207043,207043
207044,207044
207045,207045
207046,207046
207047,207047
207048,207048
207049,207049
207050,207050
207051,207051
207052,207052
207053,207053
207054,207054
207055,207055
207056,207056
207057,207057
207058,207058
207059,207059
207060,207060
207061,207061
207062,207062
207063,207063
207064,207064
207065,207065
207066,207066
207067,207067
207068,207068
207069,207069
207070,207070
207071,207071
207072,207072
207073,207073
207074,207074
207075,207075
207076,207076
207077,207077
207078,207078
207079,207079
207080,207080
207081,207081
207082,207082
207084,207084
207085,207085
207086,207086
207087,207087
207088,207088
207089,207089
207090,207090
207091,207091
207092,207092
207094,207094
207095,207095
207096,207096
207097,207097
207098,207098
207099,207099
207100,207100
207101,207101
